user_id,product_name,category,price,rating,purchase_date,search_query,purchase_amount
720,Smartphone,Electronics,403.52,2.7,2024-06-13,smartphone electronics,403.52
749,Sports Water Bottle,Sports,292.9,4.3,2024-06-23,new compare,292.9
338,Sneakers,Fashion,74.16,4.1,2024-11-22,fashion review,74.16
879,Self-Help Book,Books,35.85,4.0,2024-12-16,self-help book cheap,35.85
53,Hat,Fashion,46.28,3.9,2024-11-19,cheap hat,46.28
792,Smartwatch,Electronics,621.38,4.0,2024-08-24,new smartwatch,621.38
922,T-shirt,Fashion,284.26,4.4,2024-09-21,fashion shop,284.26
217,Smartphone,Electronics,1407.88,4.8,2024-10-27,best best,1407.88
764,Yoga Mat,Sports,165.14,4.2,2025-01-22,buy sports,165.14
188,Coffee Maker,Home & Living,752.5,3.6,2024-11-02,coffee maker cheap,752.5
380,Watch,Fashion,67.89,3.9,2025-05-13,buy buy,67.89
493,Laptop,Electronics,348.67,4.0,2025-01-24,electronics electronics,348.67
41,Tablet,Electronics,1448.59,4.2,2025-01-21,electronics new,1448.59
157,Backpack,Fashion,123.33,4.2,2025-02-02,shop fashion,123.33
15,Fiction Novel,Books,46.45,4.1,2024-10-14,cheap fiction novel,46.45
813,Art Book,Books,94.16,4.8,2025-03-12,trending trending,94.16
65,Lamp,Home & Living,324.4,4.3,2025-02-27,home & living lamp,324.4
857,Hat,Fashion,377.72,3.4,2025-04-17,best fashion,377.72
839,History Book,Books,16.46,4.0,2024-11-30,cheap history book,16.46
521,Coffee Maker,Home & Living,151.88,4.6,2024-09-23,buy home & living,151.88
344,Bluetooth Speaker,Electronics,1295.38,3.7,2024-09-23,cheap cheap,1295.38
129,Hat,Fashion,275.53,3.7,2024-07-17,fashion fashion,275.53
648,Tablet,Electronics,912.26,3.9,2024-12-04,shop trending,912.26
472,Laptop,Electronics,443.21,3.9,2024-12-21,laptop laptop,443.21
63,Power Bank,Electronics,242.73,3.8,2024-06-07,electronics electronics,242.73
139,Cookware Set,Home & Living,150.96,3.7,2025-05-14,home & living best,150.96
499,Swimming Goggles,Sports,271.72,4.6,2024-12-06,cheap sports,271.72
593,T-shirt,Fashion,450.19,4.2,2025-02-13,fashion shop,450.19
392,Boots,Fashion,130.26,3.5,2025-03-11,review premium,130.26
675,Air Purifier,Home & Living,777.01,3.4,2024-12-22,air purifier home & living,777.01
419,Curtains,Home & Living,508.91,3.9,2024-11-13,curtains review,508.91
289,Bedding Set,Home & Living,254.59,4.2,2025-03-27,review review,254.59
379,Dining Table,Home & Living,143.93,4.1,2024-08-01,dining table buy,143.93
773,Biography,Books,59.45,4.2,2024-06-05,online online,59.45
490,TV,Electronics,709.07,4.4,2024-06-20,electronics trending,709.07
231,Coffee Maker,Home & Living,501.41,3.9,2024-07-15,coffee maker home & living,501.41
41,Backpack,Fashion,166.71,4.7,2024-08-02,fashion backpack,166.71
28,Fiction Novel,Books,78.7,3.9,2024-09-07,trending buy,78.7
135,T-shirt,Fashion,247.41,3.6,2024-10-17,t-shirt buy,247.41
201,Science Book,Books,36.35,2.6,2025-01-12,premium books,36.35
840,Laptop,Electronics,666.49,4.4,2025-04-02,electronics best,666.49
780,Technical Manual,Books,64.15,3.3,2024-10-04,best technical manual,64.15
930,Smartwatch,Electronics,1565.36,4.7,2024-11-12,electronics electronics,1565.36
33,Fiction Novel,Books,94.13,2.6,2025-01-24,fiction novel best,94.13
48,Gym Bag,Sports,26.48,4.1,2025-04-15,gym bag trending,26.48
503,Camera,Electronics,1418.37,3.5,2024-06-16,new camera,1418.37
407,Dress,Fashion,358.76,4.2,2024-08-13,dress best,358.76
574,Coffee Maker,Home & Living,400.27,3.6,2025-01-06,online coffee maker,400.27
728,Lamp,Home & Living,146.21,4.7,2024-09-21,new lamp,146.21
805,Boots,Fashion,154.24,3.4,2025-04-12,boots buy,154.24
99,Tablet,Electronics,1798.95,4.1,2024-10-30,tablet electronics,1798.95
684,Curtains,Home & Living,715.43,4.1,2024-07-20,buy home & living,715.43
872,Fiction Novel,Books,10.26,3.7,2024-10-19,books online,10.26
726,Travel Guide,Books,50.88,4.4,2025-01-29,books books,50.88
987,Science Book,Books,87.67,3.4,2025-01-01,science book science book,87.67
547,Curtains,Home & Living,193.08,4.2,2024-09-23,buy buy,193.08
961,Smartphone,Electronics,357.44,4.4,2024-08-14,smartphone smartphone,357.44
739,Air Purifier,Home & Living,509.61,3.5,2024-11-06,home & living home & living,509.61
613,TV,Electronics,1830.57,4.5,2025-05-02,review electronics,1830.57
943,Bicycle,Sports,143.26,3.9,2024-07-29,sports premium,143.26
462,Dress,Fashion,270.44,3.6,2025-01-26,fashion new,270.44
643,Sports Water Bottle,Sports,244.6,4.0,2024-11-20,sports water bottle sports,244.6
769,Gaming Console,Electronics,737.66,3.5,2024-08-02,compare electronics,737.66
5,Self-Help Book,Books,11.65,3.9,2024-07-05,books premium,11.65
218,Boots,Fashion,497.41,3.0,2024-07-21,review review,497.41
503,Smartphone,Electronics,182.02,4.5,2024-11-17,electronics smartphone,182.02
767,Backpack,Fashion,152.21,4.4,2025-04-23,fashion compare,152.21
398,Backpack,Fashion,145.6,5.0,2025-02-01,fashion fashion,145.6
871,Gym Bag,Sports,221.34,3.9,2025-05-16,sports trending,221.34
795,Basketball,Sports,239.49,4.3,2024-09-09,new basketball,239.49
393,Sunglasses,Fashion,455.58,3.9,2024-06-09,fashion review,455.58
207,Storage Cabinet,Home & Living,128.31,4.2,2025-02-09,storage cabinet home & living,128.31
15,Jeans,Fashion,155.68,4.9,2024-12-05,cheap jeans,155.68
858,Swimming Goggles,Sports,295.47,4.4,2024-10-02,sports best,295.47
554,Coffee Maker,Home & Living,498.08,4.2,2024-12-07,shop coffee maker,498.08
892,Dining Table,Home & Living,896.64,3.1,2024-08-17,dining table compare,896.64
461,Self-Help Book,Books,19.36,4.2,2024-07-20,shop trending,19.36
691,Cookware Set,Home & Living,348.71,3.3,2024-09-23,home & living home & living,348.71
575,Jeans,Fashion,322.03,4.2,2024-11-17,online premium,322.03
864,Bicycle,Sports,52.63,4.1,2025-05-03,shop bicycle,52.63
743,Tennis Racket,Sports,122.83,3.5,2025-04-30,premium shop,122.83
241,Jacket,Fashion,238.93,3.8,2024-11-03,jacket jacket,238.93
564,Biography,Books,30.53,4.6,2025-04-11,biography biography,30.53
96,Camera,Electronics,1249.64,4.6,2024-10-12,camera electronics,1249.64
900,Gaming Console,Electronics,1784.57,5.0,2024-06-29,gaming console new,1784.57
734,Dress,Fashion,197.13,3.3,2025-05-09,fashion fashion,197.13
485,Power Bank,Electronics,657.36,4.3,2024-12-09,trending buy,657.36
407,Sunglasses,Fashion,239.03,4.4,2024-07-11,compare fashion,239.03
231,Smartwatch,Electronics,296.67,4.6,2024-09-14,smartwatch online,296.67
749,Curtains,Home & Living,974.72,4.6,2024-08-12,buy curtains,974.72
655,Backpack,Fashion,142.49,4.4,2024-09-13,fashion online,142.49
171,Bluetooth Speaker,Electronics,904.38,4.8,2025-03-14,best compare,904.38
541,Boots,Fashion,446.05,4.1,2024-08-14,boots new,446.05
36,Boots,Fashion,228.34,3.6,2024-12-02,shop new,228.34
525,Fitness Tracker,Sports,30.96,3.2,2024-07-19,online online,30.96
160,Swimming Goggles,Sports,275.59,3.2,2025-01-21,sports cheap,275.59
839,Smartwatch,Electronics,1966.06,4.2,2025-05-04,smartwatch smartwatch,1966.06
699,Cookware Set,Home & Living,826.15,3.2,2025-01-09,trending trending,826.15
243,Sneakers,Fashion,252.73,4.0,2024-10-15,fashion compare,252.73
86,Sunglasses,Fashion,34.27,3.8,2025-04-22,sunglasses fashion,34.27
796,Yoga Mat,Sports,297.89,3.7,2024-07-22,sports yoga mat,297.89
578,Coffee Maker,Home & Living,551.12,4.3,2024-11-18,coffee maker online,551.12
682,Bluetooth Speaker,Electronics,1700.68,3.8,2025-02-09,bluetooth speaker bluetooth speaker,1700.68
557,TV,Electronics,1958.7,3.8,2025-03-19,buy best,1958.7
574,Dumbbells,Sports,197.23,4.0,2025-05-14,sports review,197.23
953,Yoga Mat,Sports,205.94,3.9,2024-10-08,sports new,205.94
646,Curtains,Home & Living,506.02,4.1,2024-08-17,curtains home & living,506.02
796,T-shirt,Fashion,165.57,4.6,2024-07-25,compare fashion,165.57
28,T-shirt,Fashion,173.95,3.9,2024-06-13,t-shirt fashion,173.95
620,Tablet,Electronics,468.2,4.3,2025-03-12,electronics cheap,468.2
556,Curtains,Home & Living,228.97,3.7,2024-07-20,curtains home & living,228.97
340,Sports Water Bottle,Sports,238.32,3.5,2024-07-04,buy new,238.32
798,Smartwatch,Electronics,852.93,4.1,2025-01-12,best electronics,852.93
958,Curtains,Home & Living,638.59,3.9,2024-07-30,buy trending,638.59
331,Lamp,Home & Living,663.47,3.6,2024-06-24,review review,663.47
640,Sports Water Bottle,Sports,36.66,4.3,2024-06-15,sports water bottle sports water bottle,36.66
506,Backpack,Fashion,358.88,3.1,2024-07-08,online online,358.88
348,Lamp,Home & Living,234.82,4.2,2025-04-07,lamp lamp,234.82
473,Vacuum Cleaner,Home & Living,543.2,3.8,2025-05-14,vacuum cleaner vacuum cleaner,543.2
231,Gaming Console,Electronics,410.86,3.7,2024-10-06,new new,410.86
190,Tablet,Electronics,918.87,4.8,2024-12-08,cheap electronics,918.87
225,Jeans,Fashion,176.2,4.6,2025-02-19,jeans fashion,176.2
385,Running Shoes,Sports,32.56,4.3,2024-11-25,premium sports,32.56
377,Coffee Maker,Home & Living,336.32,3.7,2025-04-15,best home & living,336.32
283,Basketball,Sports,161.25,3.1,2024-07-05,shop premium,161.25
958,Smartphone,Electronics,270.09,4.9,2024-10-22,compare smartphone,270.09
633,Tennis Racket,Sports,153.3,3.3,2025-05-18,buy cheap,153.3
628,Yoga Mat,Sports,39.48,4.6,2024-06-26,compare sports,39.48
973,Science Book,Books,23.36,4.1,2024-10-11,trending science book,23.36
745,Self-Help Book,Books,14.96,3.9,2025-01-27,self-help book cheap,14.96
259,Sports Water Bottle,Sports,74.96,4.0,2024-09-28,new new,74.96
359,Tennis Racket,Sports,79.85,4.5,2025-01-06,tennis racket tennis racket,79.85
710,Hat,Fashion,56.07,4.8,2025-05-07,hat fashion,56.07
456,Sofa,Home & Living,579.55,4.5,2024-06-10,sofa new,579.55
411,Sports Water Bottle,Sports,139.59,4.2,2024-11-04,sports water bottle sports water bottle,139.59
649,Self-Help Book,Books,46.42,5.0,2025-03-18,books self-help book,46.42
318,Power Bank,Electronics,176.24,4.3,2024-10-22,power bank electronics,176.24
677,Gaming Console,Electronics,1682.71,3.8,2024-12-04,gaming console gaming console,1682.71
225,Smartphone,Electronics,1044.62,4.4,2024-07-28,smartphone cheap,1044.62
819,Tennis Racket,Sports,42.1,4.1,2025-04-28,tennis racket shop,42.1
234,Sofa,Home & Living,730.63,4.2,2024-07-30,home & living sofa,730.63
684,Bicycle,Sports,185.79,4.5,2025-01-05,bicycle new,185.79
664,Cookbook,Books,29.15,4.3,2024-09-16,cookbook cookbook,29.15
975,Art Book,Books,46.44,4.1,2025-03-04,art book art book,46.44
827,Headphones,Electronics,1605.54,3.7,2024-12-04,headphones shop,1605.54
374,T-shirt,Fashion,466.62,5.0,2025-04-11,t-shirt new,466.62
672,Sunglasses,Fashion,254.39,4.2,2025-02-05,shop sunglasses,254.39
608,Boots,Fashion,47.06,4.0,2024-12-26,boots fashion,47.06
472,Dining Table,Home & Living,934.54,4.4,2024-12-08,home & living dining table,934.54
233,Jacket,Fashion,426.06,4.6,2024-06-27,cheap jacket,426.06
692,Coffee Maker,Home & Living,848.42,4.1,2024-09-16,review home & living,848.42
113,Swimming Goggles,Sports,98.34,3.6,2024-05-23,best sports,98.34
830,Technical Manual,Books,77.36,3.8,2024-11-14,online technical manual,77.36
497,Biography,Books,73.35,3.4,2025-01-07,books shop,73.35
442,Art Book,Books,57.76,3.9,2025-02-18,art book art book,57.76
564,Bedding Set,Home & Living,552.15,4.0,2024-06-07,bedding set buy,552.15
268,Gaming Console,Electronics,845.92,3.9,2025-03-24,electronics online,845.92
510,Dress,Fashion,476.67,4.5,2024-06-18,shop shop,476.67
807,Biography,Books,76.08,3.4,2024-07-06,books biography,76.08
386,Power Bank,Electronics,1440.75,4.3,2025-05-21,power bank online,1440.75
387,T-shirt,Fashion,55.6,3.5,2024-09-25,best compare,55.6
113,T-shirt,Fashion,76.43,4.6,2024-09-04,compare premium,76.43
613,Boots,Fashion,372.73,3.0,2024-12-22,fashion boots,372.73
625,Laptop,Electronics,1697.2,4.1,2024-08-16,laptop best,1697.2
952,Camera,Electronics,998.47,4.5,2025-05-14,compare compare,998.47
81,Headphones,Electronics,1945.32,4.2,2024-07-09,compare compare,1945.32
699,Swimming Goggles,Sports,222.91,3.5,2024-06-17,sports sports,222.91
113,Travel Guide,Books,49.64,4.2,2024-11-27,cheap cheap,49.64
2,Fiction Novel,Books,57.46,4.1,2025-02-12,books premium,57.46
642,Sunglasses,Fashion,287.36,3.2,2024-09-22,sunglasses online,287.36
220,Laptop,Electronics,775.97,3.6,2024-11-09,electronics compare,775.97
566,Gaming Console,Electronics,327.79,3.7,2025-05-20,online electronics,327.79
855,Watch,Fashion,447.43,3.3,2024-12-26,compare premium,447.43
997,Smartphone,Electronics,460.72,4.1,2025-03-09,trending smartphone,460.72
736,Gaming Console,Electronics,1479.76,5.0,2024-10-12,gaming console electronics,1479.76
225,Camera,Electronics,627.11,4.0,2025-04-02,electronics shop,627.11
385,Bicycle,Sports,165.43,3.7,2024-08-26,sports new,165.43
403,Headphones,Electronics,239.77,3.8,2024-06-12,premium buy,239.77
638,Dining Table,Home & Living,752.64,2.9,2024-12-13,cheap dining table,752.64
130,History Book,Books,74.71,3.2,2024-08-06,shop history book,74.71
53,Air Purifier,Home & Living,613.34,4.3,2024-12-21,best best,613.34
684,Sports Water Bottle,Sports,270.81,3.8,2024-06-28,sports water bottle sports water bottle,270.81
730,Running Shoes,Sports,24.56,3.2,2024-07-25,new new,24.56
672,Self-Help Book,Books,11.43,4.1,2024-11-16,self-help book books,11.43
710,History Book,Books,62.37,3.9,2025-04-28,books books,62.37
416,Dress,Fashion,285.95,4.3,2024-10-19,online online,285.95
247,Dumbbells,Sports,54.82,3.6,2025-02-16,premium premium,54.82
836,Dining Table,Home & Living,220.66,5.0,2025-05-20,home & living home & living,220.66
439,Running Shoes,Sports,162.19,3.3,2025-04-21,review sports,162.19
203,Science Book,Books,22.01,3.5,2025-03-04,science book books,22.01
184,Smartwatch,Electronics,1509.11,3.1,2025-04-09,smartwatch shop,1509.11
123,Power Bank,Electronics,1649.17,3.7,2024-10-21,electronics power bank,1649.17
401,Laptop,Electronics,1794.46,3.9,2025-03-06,new new,1794.46
767,Travel Guide,Books,98.43,4.4,2024-08-26,travel guide travel guide,98.43
294,Fitness Tracker,Sports,85.95,3.9,2025-05-04,trending trending,85.95
280,Dress,Fashion,322.67,4.3,2025-03-26,dress fashion,322.67
837,Backpack,Fashion,34.8,4.4,2024-10-12,review best,34.8
884,Cookware Set,Home & Living,525.28,3.7,2025-01-11,trending trending,525.28
610,Yoga Mat,Sports,137.23,3.4,2024-10-07,buy yoga mat,137.23
198,Cookware Set,Home & Living,863.03,4.0,2025-02-13,best home & living,863.03
982,Bluetooth Speaker,Electronics,962.35,4.5,2025-02-22,cheap compare,962.35
907,Running Shoes,Sports,297.35,4.8,2024-10-10,shop new,297.35
511,Storage Cabinet,Home & Living,261.94,3.0,2025-03-06,buy home & living,261.94
752,Power Bank,Electronics,536.84,3.2,2024-10-17,buy electronics,536.84
144,Gaming Console,Electronics,1821.29,3.2,2024-06-25,gaming console electronics,1821.29
609,Backpack,Fashion,236.79,4.6,2024-07-23,new backpack,236.79
201,Travel Guide,Books,45.31,4.6,2024-09-12,new shop,45.31
124,Yoga Mat,Sports,74.13,3.9,2024-09-23,sports best,74.13
187,Dress,Fashion,83.24,4.0,2024-10-16,fashion buy,83.24
326,Sunglasses,Fashion,458.14,4.3,2025-04-05,sunglasses best,458.14
464,Art Book,Books,56.11,4.2,2024-12-01,books shop,56.11
349,Bicycle,Sports,53.87,4.9,2024-09-03,premium shop,53.87
771,Jacket,Fashion,321.08,3.8,2024-09-16,fashion fashion,321.08
660,Sneakers,Fashion,191.76,4.3,2025-01-31,cheap sneakers,191.76
764,Coffee Maker,Home & Living,558.75,4.0,2025-01-19,shop shop,558.75
955,Travel Guide,Books,14.03,4.6,2024-06-22,books travel guide,14.03
932,Self-Help Book,Books,19.42,4.3,2024-09-05,books premium,19.42
403,Yoga Mat,Sports,158.52,4.0,2024-08-26,yoga mat sports,158.52
346,Sofa,Home & Living,720.76,3.7,2025-03-21,best sofa,720.76
963,Self-Help Book,Books,61.93,3.9,2025-01-30,premium premium,61.93
511,Yoga Mat,Sports,297.75,3.4,2024-11-24,best review,297.75
147,Dining Table,Home & Living,442.27,4.4,2025-02-21,premium dining table,442.27
148,Power Bank,Electronics,1393.11,3.7,2024-09-03,power bank buy,1393.11
864,Gaming Console,Electronics,1452.94,4.1,2025-05-13,gaming console buy,1452.94
711,Coffee Maker,Home & Living,150.51,3.2,2025-03-10,online home & living,150.51
820,Science Book,Books,39.17,4.2,2024-06-30,new new,39.17
489,Fitness Tracker,Sports,268.32,3.8,2024-09-17,fitness tracker fitness tracker,268.32
929,Smartphone,Electronics,1818.32,5.0,2024-07-16,electronics electronics,1818.32
936,Vacuum Cleaner,Home & Living,952.7,4.3,2025-02-15,home & living cheap,952.7
640,Sunglasses,Fashion,92.15,2.9,2024-11-01,sunglasses review,92.15
551,Business Book,Books,52.16,4.6,2024-12-11,business book trending,52.16
338,Sports Water Bottle,Sports,281.71,4.1,2025-05-02,sports trending,281.71
872,Tennis Racket,Sports,273.17,3.2,2024-06-24,tennis racket tennis racket,273.17
641,Headphones,Electronics,134.91,3.4,2024-05-27,headphones trending,134.91
779,Dining Table,Home & Living,344.24,3.5,2024-07-06,cheap dining table,344.24
988,Cookware Set,Home & Living,676.78,4.7,2024-12-12,compare best,676.78
953,Jeans,Fashion,76.07,3.3,2024-09-17,buy cheap,76.07
473,Business Book,Books,91.76,4.0,2025-05-11,books books,91.76
946,T-shirt,Fashion,462.83,3.6,2024-08-12,review review,462.83
151,Dumbbells,Sports,212.65,3.7,2024-10-19,dumbbells sports,212.65
415,Fiction Novel,Books,67.3,4.2,2024-09-12,books review,67.3
990,Backpack,Fashion,316.51,4.2,2024-07-24,backpack fashion,316.51
298,Sunglasses,Fashion,424.07,3.4,2024-08-25,sunglasses sunglasses,424.07
611,Self-Help Book,Books,46.55,3.0,2024-11-09,self-help book self-help book,46.55
263,Vacuum Cleaner,Home & Living,409.3,3.4,2024-06-01,vacuum cleaner best,409.3
764,Tennis Racket,Sports,92.34,3.8,2024-07-28,buy cheap,92.34
144,Smartphone,Electronics,609.72,4.3,2025-04-03,cheap cheap,609.72
346,Fiction Novel,Books,19.07,4.2,2024-08-05,online online,19.07
624,Cookware Set,Home & Living,170.95,4.7,2024-07-16,online best,170.95
